uniprot_accession,gene_name
A0A0C4DG77,ULK4
A0A0C4DG82,SCN9A
A0A0C4DG97,FSD1L
A0A0C4DGB3,SLC9B2
A0A0C4DGB4,ZNF550
A0A0C4DGD9,ZNF395
A0A0C4DGE6,ARHGAP27
A0A0C4DGF5,CR1L
A0A0C4DGG0,FAM186B
A0A0C4DGG3,KDM2B
A0A0C4DGG4,CLEC2D
A0A0C4DGG5,ARHGAP20
A0A0C4DGG7,LDB3
A0A0C4DGH1,CES4A
A0A0C4DGI2,NXN
A0A0C4DGI5,TAFA2
A0A0C4DGL2,TRPM7
A0A0C4DGM6,MUC21
A0A0C4DGN2,SHBG
A0A0C4DGQ3,ZNF556
A0A0C4DGQ9,ZNF563
A0A0C4DGR0,ZSCAN1
A0A0C4DGR4,EGLN2
A0A0C4DGR6,SFXN2
A0A0C4DGR7,PPFIA3
A0A0C4DGS4,NCAM1
A0A0C4DGS7,P4HTM
A0A0C4DGT3,IQSEC1
A0A0C4DGU4,IL31RA
A0A0C4DGX9,TTC8
A0A0C4DGY4,LHX9
A0A0C4DGY6,DOCK7
A0A0C4DGZ7,ANKDD1A
A0A0C4DH17,NLRP12
A0A0C4DH52,FAM120A
A0A0C4DH60,STK33
A0A0C4DH66,IGHJ4
A0A0C4DH70,IGHJ2
A0A0C4DH76,OTUD6B
A0A0C4DH79,RSBN1
A0A0C4DH93,POTEB3
A0A0C4MVT1,Bax
A0A0C4ZLV8,KIR2DL3
A0A0C4ZMX4,KIR2DL4
A0A0C4ZN11,KIR2DS4
A0A0C4ZNX3,KIR2DL1
A0A0C4ZQY0,KIR2DL4
A0A0C5BQN3,XYLT1
A0A0C5BUF2,HLA-B
A0A0C5BZP0,KIR-2DL1
A0A0C5C369,KIR-2DL1
A0A0C5G9P5,PITX3
A0A0C5G9Q0,VSX2
A0A0C5G9Q3,VSX2
A0A0C5GN91,PKD2
A0A0C5GPM8,VSX2
A0A0C5Q0B8,IL12B
A0A0C5Q0C2,IL12B
A0A0C7DV97,HLA-DPA1
A0A0C7KKH0,HLA-DRB1
A0A0D4CYJ1,RHCE
A0A0D4CZD8,RHCE
A0A0D5CB98,HLA-C
A0A0D5CBA3,HLA-C
A0A0D5CBD4,HLA-C
A0A0D6E0U1,HLA-A
A0A0D6K966,HLA-DPB1
A0A0D6K9L6,HLA-DPB1
A0A0D9SEI3,CDK11B
A0A0D9SEI7,MYCBP
A0A0D9SEJ2,UBE3A
A0A0D9SEJ5,FAM120B
A0A0D9SEP2,EHMT1
A0A0D9SER5,CDK11B
A0A0D9SES4,CNTNAP2
A0A0D9SET1,PRB1
A0A0D9SET6,CUL2
A0A0D9SET9,IDH3B
A0A0D9SEW5,TBL1XR1
A0A0D9SEX8,TCF4
A0A0D9SEY4,MAGI2
A0A0D9SEY7,FHL1
A0A0D9SF04,CLN3
A0A0D9SF14,NSUN6
A0A0D9SF18,TCF4
A0A0D9SF88,METTL14
A0A0D9SF92,CHD2
A0A0D9SF97,TCF4
A0A0D9SFA6,PLCB1
A0A0D9SFD2,THEMIS
A0A0D9SFD8,CCDC163
A0A0D9SFE1,SLC25A22
A0A0D9SFG0,LAYN
A0A0D9SFH4,SPTAN1
A0A0D9SFM1,POLG
A0A0D9SFN1,HS1BP3
A0A0D9SFR4,PDLIM5
A0A0D9SFT8,NCOA6
A0A0D9SFV4,CHD2
A0A0D9SFV8,CHD2
A0A0D9SFX6,BPI
A0A0D9SFY9,MAGI2
A0A0D9SG23,MBD5
A0A0D9SG26,ZNF865
A0A0D9SG37,TEX46
A0A0D9SG57,UTRN
A0A0D9SG58,MEF2C
A0A0D9SGC3,ALDH3A2
A0A0D9SGD0,SLC12A5
A0A0D9SGD4,KCNQ2
A0A0D9SGD8,C17orf99
A0A0D9SGF7,PLAGL1
A0A0D9SGG5,ZEB2
A0A0D9SGH7,TCF4
A0A0D9SGK2,PTP4A1
A0A0E3DBZ3,HLA-A
A0A0E3DBZ4,HLA-A
A0A0E3DBZ6,HLA-A
A0A0E3DC01,HLA-A
A0A0E3DC02,HLA-A
A0A0E3DC05,HLA-A
A0A0E3DC14,HLA-B
A0A0E3DC15,HLA-B
A0A0E3DC22,HLA-B
A0A0E3DC28,HLA-B
A0A0E3DC35,HLA-A
A0A0E3DC37,HLA-A
A0A0E3DC45,HLA-A
A0A0E3DC51,HLA-A
A0A0E3DC54,HLA-C
A0A0E3DC55,HLA-A
A0A0E3DC68,HLA-C
A0A0E3DC72,HLA-B
A0A0E3DC73,HLA-C
A0A0E3DC75,HLA-C
A0A0E3DC81,HLA-C
A0A0E3DC83,HLA-C
A0A0E3DC84,HLA-C
A0A0E3DC89,HLA-C
A0A0E3DC95,HLA-DQB1
A0A0E3DCA0,HLA-B
A0A0E3DCA2,HLA-DQB1
A0A0E3DCA9,HLA-DQB1
A0A0E3DCB7,HLA-DQB1
A0A0E3DCC0,HLA-C
A0A0E3DCD0,HLA-C
A0A0E3DCD2,HLA-C
A0A0E3DCD8,HLA-C
A0A0E3DCD9,HLA-C
A0A0E3DCE6,HLA-DQB1
A0A0E3DCE8,HLA-DRB1
A0A0E3DCE9,HLA-C
A0A0E3DCG3,HLA-DQB1
A0A0E3DCH0,HLA-DRB1
A0A0E3DCH1,HLA-DQB1
A0A0E3DCH4,HLA-DRB1
A0A0E3DCJ1,HLA-DQB1
A0A0E3DCJ6,HLA-DPB1
A0A0E3DCK2,HLA-DRB1
A0A0E3DCK9,HLA-DPB1
A0A0E3DCL1,HLA-A
A0A0E3DCL7,HLA-A
A0A0E3DCM0,HLA-DPB1
A0A0E3DCM1,HLA-A
A0A0E3DCM2,HLA-DPB1
A0A0E3DCN9,HLA-DRB1
A0A0E3DCP4,HLA-DPB1
A0A0E3DCP9,HLA-A
A0A0E3DCR3,HLA-A
A0A0E3DCR6,HLA-DRB1
A0A0E3DCS0,HLA-B
A0A0E3DCS3,HLA-DPB1
A0A0E3DCS5,HLA-DPB1
A0A0E3DCT1,HLA-B
A0A0E3DCT3,HLA-B
A0A0E3DCT5,HLA-B
A0A0E3DCT6,HLA-DPB1
A0A0E3DCU0,HLA-DPB1
A0A0E3DCU2,HLA-DPB1
A0A0E3DCU3,HLA-B
A0A0E3DCU4,HLA-DPB1
A0A0E3DCV3,HLA-B
A0A0E3DCV6,HLA-DPB1
A0A0E3DCW4,HLA-DPB1
A0A0E3DCW8,HLA-C
A0A0E3DCX3,HLA-C
A0A0E3DCX5,HLA-C
A0A0E3DCX8,HLA-C
A0A0E3DCY9,HLA-C
A0A0E3DCZ2,HLA-C
A0A0E3DD03,HLA-DQB1
A0A0E3DD09,HLA-DQB1
A0A0E3DD19,HLA-DQB1
A0A0E3DD20,HLA-A
A0A0E3DD23,HLA-A
A0A0E3DD26,HLA-DQB1
A0A0E3DD27,HLA-A
A0A0E3DD42,HLA-A
A0A0E3DD43,HLA-DQB1
A0A0E3DD49,HLA-A
A0A0E3DD54,HLA-A
A0A0E3DD55,HLA-DQB1
A0A0E3DD56,HLA-A
A0A0E3DD69,HLA-A
A0A0E3DD70,HLA-B
A0A0E3DD85,HLA-B
A0A0E3DD95,HLA-B
A0A0E3DD97,HLA-B
A0A0E3DD98,HLA-B
A0A0E3DDA4,HLA-B
A0A0E3DDA7,HLA-B
A0A0E3DDA8,HLA-B
A0A0E3DDB1,HLA-B
A0A0E3DDB3,HLA-B
A0A0E3DDC0,HLA-DRB1
A0A0E3DDC1,HLA-B
A0A0E3DDD1,HLA-DPB1
A0A0E3DDD8,HLA-DPB1
A0A0E3DDE0,HLA-C
A0A0E3DDE2,HLA-B
A0A0E3DDE6,HLA-C
A0A0E3DDE8,HLA-C
A0A0E3DDF2,HLA-B
A0A0E3DDG4,HLA-C
A0A0E3DDG7,HLA-C
A0A0E3DDH0,HLA-C
A0A0E3DDH1,HLA-C
A0A0E3DDI3,HLA-C
A0A0E3DDJ0,HLA-DPB1
A0A0E3DDJ2,HLA-DQB1
A0A0E3DDK0,HLA-DQB1
A0A0E3DDK2,HLA-DPB1
A0A0E3DDK7,HLA-C
A0A0E3DDM1,HLA-DQB1
A0A0E3DDN2,HLA-DQB1
A0A0E3DDN3,HLA-DQB1
A0A0E3DDN4,HLA-DQB1
A0A0E3DDP1,HLA-DQB1
A0A0E3DDP2,HLA-DQB1
A0A0E3DDP6,HLA-DQB1
A0A0E3DDQ3,HLA-DQB1
A0A0E3DDR5,HLA-DRB1
A0A0E3DDR7,HLA-DRB1
A0A0E3DDS0,HLA-DRB1
A0A0E3DDS4,HLA-DRB1
A0A0E3DDT3,HLA-DPB1
A0A0E3DDT7,HLA-DPB1
A0A0E3DDT8,HLA-DRB1
A0A0E3DDU4,HLA-DPB1
A0A0E3DDU5,HLA-DRB1
A0A0E3DDV1,HLA-DPB1
A0A0E3DDV4,HLA-DRB1
A0A0E3DDV9,HLA-DPB1
A0A0E3DDX9,HLA-DPB1
A0A0E3DDZ4,HLA-DPB1
A0A0E3DDZ5,HLA-DPB1
A0A0E3DDZ6,HLA-DPB1
A0A0E3DDZ8,HLA-DPB1
A0A0E4G877,HLA-B
A0A0F6R9J4,DRB1
A0A0F6RA07,OPRM1
A0A0F6RA81,ABO
A0A0F6RAU2,BRCA1
A0A0F6TL72,HLA-A
A0A0F6TMT4,OPRM1
A0A0F6TMZ6,BRCA2
A0A0F6TMZ9,BRCA2
A0A0F6TN24,OPRM1
A0A0F6UUZ2,MICA
A0A0F7CSH9,PSG1
A0A0F7G9Q0,BRCA1
A0A0F7G9S0,BRCA1
A0A0F7NJ08,HLA-DQB1
A0A0F7R524,HLA-C
A0A0F7RND5,HLA-B
A0A0F7RPE2,HLA-A
A0A0F7RPU2,CGB2
A0A0F7SZ86,IGHV2-70
A0A0F7T024,IGHV2-70
A0A0F7TB04,IGHV5-51
A0A0F7VHQ9,HLA-A
A0A0F7VJG9,HLA-DRB1
A0A0F7VKI0,HLA-DRB1
A0A0F7W082,HLA-A
A0A0F7W8H9,HLA-B
A0A0F7WA85,HLA-B
A0A0G2JH67,UBD
A0A0G2JHB4,MSH5
A0A0G2JHB5,MICB
A0A0G2JHK4,DDR1
A0A0G2JHN7,DDX39B
A0A0G2JHT6,GPANK1
A0A0G2JI89,ABHD16A
A0A0G2JIF0,HLA-C
A0A0G2JIG4,LST1
A0A0G2JIW2,TRIM26
A0A0G2JJ26,RPP21
A0A0G2JJ92,BAG6
A0A0G2JJF5,AGER
A0A0G2JJL1,WDR46
A0A0G2JJT9,VARS1
A0A0G2JK11,MICA
A0A0G2JK66,TSBP1
A0A0G2JKI8,STK19
A0A0G2JKS5,NEU1
A0A0G2JKZ1,TAPBP
A0A0G2JL00,FRS2
A0A0G2JL21,AGER
A0A0G2JL37,AGER
A0A0G2JL90,AP4S1
A0A0G2JL93,TGM1
A0A0G2JL95,IDH3A
A0A0G2JL98,GDPGP1
A0A0G2JLA1,IL4R
A0A0G2JLA4,RIPOR1
A0A0G2JLB0,FAM219B
A0A0G2JLD8,SSBP1
A0A0G2JLF9,KRTAP4-9
A0A0G2JLG2,IQSEC3
A0A0G2JLG4,ASIC5
A0A0G2JLH2,STRADA
A0A0G2JLI8,GFAP
A0A0G2JLJ0,ZNF562
A0A0G2JLK5,IQCN
A0A0G2JLQ3,KIR2DS5
A0A0G2JLW6,DLGAP2
A0A0G2JLX6,LILRA6
A0A0G2JLX7,KIR3DL2
A0A0G2JLY3,CCL4L2
A0A0G2JLZ2,KIR3DL3
A0A0G2JM05,LILRB2
A0A0G2JM19,CRHR1
A0A0G2JM20,KIR3DL3
A0A0G2JM25,NLRP7
A0A0G2JM28,FCAR
A0A0G2JM53,FCAR
A0A0G2JM57,LILRB4
A0A0G2JM84,LILRB4
A0A0G2JMB6,NLRP7
A0A0G2JMC3,LAIR1
A0A0G2JMD1,KIR2DL4
A0A0G2JMH3,LOC107984156
A0A0G2JMP5,CPNE3
A0A0G2JMR1,LILRB5
A0A0G2JMR5,TRPV6
A0A0G2JMS0,KIR3DL2
A0A0G2JMV8,MEGF11
A0A0G2JMX0,LILRA6
A0A0G2JMX5,LILRB5
A0A0G2JN10,LAIR2
A0A0G2JN16,BDP1
A0A0G2JN35,LILRB2
A0A0G2JN38,LOC107984156
A0A0G2JN45,KIR3DL2
A0A0G2JN59,SPAG11B
A0A0G2JN70,LENG8
A0A0G2JN91,NCR1
A0A0G2JNB1,KANSL1
A0A0G2JNB2,SPAG11B
A0A0G2JNF3,KIR3DL1
A0A0G2JNG1,KIR2DS5
A0A0G2JNH1,NCR1
A0A0G2JNH9,TMEM179
A0A0G2JNI1,KIR2DL4
A0A0G2JNJ1,KIR3DL3
A0A0G2JNK8,LAIR1
A0A0G2JNL9,NOSTRIN
A0A0G2JNN1,KIR2DS4
A0A0G2JNR0,LILRB5
A0A0G2JNR7,KIR3DL3
A0A0G2JNR8,ZNF430
A0A0G2JNS3,FCAR
A0A0G2JNT7,KANSL1
A0A0G2JNX7,SPAG11B
A0A0G2JP16,ARHGAP27
A0A0G2JP19,LRRC37A2
A0A0G2JP25,LILRB4
A0A0G2JP55,TFPT
A0A0G2JP67,KIR3DL2
A0A0G2JP84,LILRB4
A0A0G2JP93,KIR3DL2
A0A0G2JPA3,HLA-F
A0A0G2JPB6,NLRP2
A0A0G2JPC4,KIR2DL5B
A0A0G2JPE3,KIR2DL4
A0A0G2JPE9,CDC42EP5
A0A0G2JPI0,LILRB4
A0A0G2JPL0,KIR3DL2
A0A0G2JPM8,LILRB5
A0A0G2JPN7,KIR2DL4
A0A0G2JPP1,KRTAP4-8
A0A0G2JPP8,KIR2DL3
A0A0G2JPR0,C4A
A0A0G2JPR9,LILRA6
A0A0G2JPS7,VSTM1
A0A0G2JPW2,LILRA6
A0A0G2JPW3,NOSTRIN
A0A0G2JPY1,LILRA6
A0A0G2JQ10,LILRB4
A0A0G2JQ24,LILRA6
A0A0G2JQ40,KIR3DL1
A0A0G2JQ50,LAIR1
A0A0G2JQ95,LSM14A
A0A0G2JQA7,MUC20
A0A0G2JQB7,POTEB3
A0A0G2JQE0,NAIP
A0A0G2JQH3,CYFIP1
A0A0G2JQI2,MUC4
A0A0G2JQI7,LRRC37A3
A0A0G2JQJ2,MUC4
A0A0G2JQK2,TUBGCP5
A0A0G2JQM1,AP2A2
A0A0G2JQM2,SDCCAG8
A0A0G2JQP8,KANSL1
A0A0G2JR25,ARL17B
A0A0G2JR51,NCF4
A0A0G2JR71,HYOU1
A0A0G2JR78,SNTG2
A0A0G2JR96,CYFIP1
A0A0G2JR98,KCNQ2
A0A0G2JRB3,LRRC37A
A0A0G2JRC2,ABR
A0A0G2JRE6,MUC4
A0A0G2JRG0,GSTT1
A0A0G2JRG1,TUBGCP5
A0A0G2JRI9,MUC20
A0A0G2JRK4,MUC4
A0A0G2JRS6,ZNF430
A0A0G2JRW6,MUC4
A0A0G2JRX7,PRAME
A0A0G2JRY5,TAF4
A0A0G2JS17,AP2A2
A0A0G2JS85,SNTG2
A0A0G2JSA8,MUC20
A0A0G2JSC7,SLC45A2
A0A0G2R0N8,HLA-A
A0A0G2R0P4,HLA-A
A0A0G2R0P9,HLA-A
A0A0G2R0Q5,HLA-A
A0A0G2R0S5,HLA-B
A0A0G2R0T0,HLA-B
A0A0G2R0T2,HLA-B
A0A0G2R0T3,HLA-B
A0A0G2R0U6,HLA-B
A0A0G2R0U8,HLA-A
A0A0G2R0V3,HLA-C
A0A0G2R0V6,HLA-C
A0A0G2R0W2,HLA-C
A0A0G2R0W8,HLA-B
A0A0G2R0X0,HLA-C
A0A0G2R0X1,HLA-A
A0A0G2R0X6,HLA-A
A0A0G2R0Y0,HLA-A
A0A0G2R0Y8,HLA-C
A0A0G2R0Z3,HLA-C
A0A0G2R100,HLA-C
A0A0G2R101,HLA-DQB1
A0A0G2R102,HLA-C
A0A0G2R116,HLA-DQB1
A0A0G2R119,HLA-C
A0A0G2R121,HLA-DRB1
A0A0G2R125,HLA-A
A0A0G2R132,HLA-DPB1
A0A0G2R139,HLA-A
A0A0G2R145,HLA-DQB1
A0A0G2R153,HLA-DPB1
A0A0G2R155,HLA-B
A0A0G2R157,HLA-DPB1
A0A0G2R165,HLA-DQB1
A0A0G2R167,HLA-DQB1
A0A0G2R168,HLA-DPB1
A0A0G2R169,HLA-DPB1
A0A0G2R173,HLA-DPB1
A0A0G2R182,HLA-DRB1
A0A0G2R185,HLA-B
A0A0G2R186,HLA-DPB1
A0A0G2R192,HLA-DPB1
A0A0G2R194,HLA-DPB1
A0A0G2R1A0,HLA-DPB1
A0A0G2R1B4,HLA-DPB1
A0A0G2R1C0,HLA-C
A0A0G2R1C5,HLA-C
A0A0G2R1D8,HLA-DPB1
A0A0G2R1E8,HLA-A
A0A0G2R1E9,HLA-C
A0A0G2R1F8,HLA-DQB1
A0A0G2R1F9,HLA-A
A0A0G2R1G4,HLA-A
A0A0G2R1I0,HLA-DRB1
A0A0G2R1K6,HLA-A
A0A0G2R1L3,HLA-A
A0A0G2R1L4,HLA-DPB1
A0A0G2R1M2,HLA-DPB1
A0A0G2R1N9,HLA-B
A0A0G2R1P8,HLA-C
A0A0G2R1Q1,HLA-C
A0A0G2R1Q2,HLA-C
A0A0G2R1Q4,HLA-C
A0A0G2R1Q8,HLA-C
A0A0G2R1R4,HLA-DQB1
A0A0G2R1R6,HLA-DQB1
A0A0G2R1S0,HLA-DQB1
A0A0G2R1S2,HLA-DQB1
A0A0G2R1S3,HLA-DQB1
A0A0G2R1S7,HLA-DRB1
A0A0G2R1W9,HLA-DPB1
A0A0G2R1X1,HLA-DPB1
A0A0G3ENZ2,HLA-A
A0A0G3VR70,CD36
A0A0G4PYM8,HLA-DQB1
A0A0G4PYQ3,HLA-DQB1
A0A0G4PYX6,HLA-DQB1
A0A0G4PZH7,HLA-DQB1
A0A0H3W567,HLA-A
A0A0H3W5E4,CRYBA4
A0A0H3W5I8,SLC11A2
A0A0H3W5J1,VSX2
A0A0H3W5J9,SIX6
A0A0H3W5P1,CRYBA4
A0A0H3W5R0,CRYBA1
A0A0H3W5U2,CRYBA1
A0A0H3W617,stc1
A0A0H3YEQ7,HPRT1
A0A0H3YPP8,SLC4A1
A0A0H4A771,FLT4
A0A0H4ADY2,FLT4
A0A0H4AF71,FLT4
A0A0H4AU17,CYTB
A0A0H4LTP9,HLA-DRB3
A0A0H4LTT9,HLA-G
A0A0H4LTU8,HLA-G
A0A0H4LTW4,HLA-G
A0A0H4LTX5,HLA-G
A0A0H4LU02,HLA-G
A0A0H4LU66,HLA-G
A0A0H4LU94,HLA-G
A0A0H4LUB8,HLA-G
A0A0H4LUC7,HLA-G
A0A0H4LVB9,HLA-G
A0A0H4LVC2,HLA-G
A0A0H4LVF7,HLA-G
A0A0H4LVM3,HLA-G
A0A0H4LVN1,HLA-G
A0A0H4LVP5,HLA-G
A0A0H4LVT1,HLA-G
A0A0H4LX21,HLA-G
A0A0H4LX45,HLA-G
A0A0H4LX50,HLA-G
A0A0H4LX64,HLA-G
A0A0H4LX80,HLA-G
A0A0H4LYT7,HLA-G
A0A0H4LYU9,HLA-G
A0A0H4LYY2,HLA-G
A0A0H4LZ05,HLA-G
A0A0H4LZ30,HLA-G
A0A0H4LZ47,HLA-G
A0A0H4LZ77,HLA-G
A0A0H4M9X9,HLA-G
A0A0H4M9Y0,HLA-G
A0A0H4M9Y3,HLA-G
A0A0H4M9Z1,HLA-G
A0A0H4MA11,HLA-G
A0A0H4MA26,HLA-G
A0A0H4MA49,HLA-G
A0A0H4MA56,HLA-G
A0A0H4MA62,HLA-G
A0A0H4MA67,HLA-G
A0A0H5AUJ9,CFDP1
A0A0H5B9V7,CFDP1
A0A0H5BIW1,ND1
A0A0H5BL41,ND1
A0A0H5BM62,ND1
A0A0H5BR51,ND1
A0A0H5CVR6,HLA-B
A0A0H5CWT9,HLA locus
A0A0H5DBU6,HLA-B
A0A0H5DLL7,HLA-DQB1
A0A0I9QQ00,GPR148
A0A0J9YVN4,GAL3ST4
A0A0J9YVN8,BRINP3
A0A0J9YVP1,PGR
A0A0J9YVU1,TBCD
A0A0J9YVU5,IGHV2-70
A0A0J9YVV7,MYOM2
A0A0J9YVW2,TSN
A0A0J9YVY2,LAD1
A0A0J9YVY6,SEMA4A
A0A0J9YW09,GOLGA6L10
A0A0J9YW63,LAD1
A0A0J9YW64,DOCK11
A0A0J9YWA1,CPNE5
A0A0J9YWB2,TRBV7-9
A0A0J9YWD1,CCL4L2
A0A0J9YWI5,TBCD
A0A0J9YWK7,TRAPPC9
A0A0J9YWM3,SLC22A18
A0A0J9YWM7,SPDYE16
A0A0J9YWR7,ARMC10
A0A0J9YWT4,LRRC37A2
A0A0J9YWV2,TRBV4-1
A0A0J9YWY1,LLCFC1
A0A0J9YX41,TSN
A0A0J9YX42,LMNTD2
A0A0J9YXC0,KEL
A0A0J9YXD6,MYO15B
A0A0J9YXG8,HRAS
A0A0J9YXG9,MYO15B
A0A0J9YXM3,GPI
A0A0J9YXP9,MYO15B
A0A0J9YXU4,TBCD
A0A0J9YXY8,TAF15
A0A0J9YY24,TAF15
A0A0J9YY42,TAS2R46
A0A0J9YY48,RAB11FIP3
A0A0J9YY58,ADAM9
A0A0J9YY71,GRAMD1B
A0A0J9YYA7,FRMD4A
A0A0J9YYB3,MYO15B
A0A0J9YYC1,LIMS3
A0A0J9YYC8,PRSS2
A0A0J9YYD8,GAL3ST4
A0A0J9YYF3,PON2
A0A0J9YYG0,NPIPA1
A0A0J9YYI7,TRBV6-8
A0A0J9YYJ0,CNPY4
A0A0J9YYJ3,TMEM184B
A0A0J9YYJ7,MYO15B
A0A0J9YYK8,CLN8
A0A0K0K1H9,HEL-S-48
A0A0K0K1I7,HEL-S-268
A0A0K0K1I8,HEL-S-290
A0A0K0K1K2,HEL-S-99
A0A0K0K1L0,HEL-S-45e
A0A0K0K1L3,HEL-S-307
A0A0K0K1L8,HEL-S-129m
A0A0K0KR28,HLA-A
A0A0K0KR30,HLA-A
A0A0K0KR32,HLA-A
A0A0K0KR40,HLA-B
A0A0K0KR43,HLA-B
A0A0K0KR50,HLA-B
A0A0K0KR69,HLA-A
A0A0K0KR74,HLA-A
A0A0K0KR79,HLA-A
A0A0K0KR90,HLA-A
A0A0K0KR92,HLA-C
A0A0K0KR93,HLA-C
A0A0K0KR99,HLA-A
A0A0K0KRA0,HLA-A
A0A0K0KRA2,HLA-C
A0A0K0KRA7,HLA-C
A0A0K0KRA8,HLA-C
A0A0K0KRC1,HLA-C
A0A0K0KRC2,HLA-A
A0A0K0KRD4,HLA-DRB1
A0A0K0KRD6,HLA-B
A0A0K0KRE0,HLA-B
A0A0K0KRE4,HLA-DRB1
A0A0K0KRE5,HLA-B
A0A0K0KRF4,HLA-B
A0A0K0KRH1,HLA-DPB1
A0A0K0KRH3,HLA-DPB1
A0A0K0KRH4,HLA-DPB1
A0A0K0KRI1,HLA-B
A0A0K0KRI2,HLA-B
A0A0K0KRJ2,HLA-C
A0A0K0KRJ3,HLA-DPB1
A0A0K0KRJ7,HLA-DPB1
A0A0K0KRJ9,HLA-DPB1
A0A0K0KRK0,HLA-DPB1
A0A0K0KRK2,HLA-DPB1
A0A0K0KRK5,HLA-DPB1
A0A0K0KRL3,HLA-DPB1
A0A0K0KRM8,HLA-DPB1
A0A0K0KRN6,HLA-DPB1
A0A0K0KRP1,HLA-C
A0A0K0KRP8,HLA-DPB1
A0A0K0KRR2,HLA-DPB1
A0A0K0KRS0,HLA-DRB1
A0A0K0KRT2,HLA-DRB1
A0A0K0KRT5,HLA-A
A0A0K0KRT9,HLA-DQB1
A0A0K0KRV3,HLA-DPB1
A0A0K0KRV4,HLA-DQB1
A0A0K0KRV6,HLA-DPB1
A0A0K0KRV8,HLA-A
A0A0K0KRW4,HLA-DQB1
A0A0K0KRX3,HLA-DQB1
A0A0K0KRX4,HLA-DPB1
A0A0K0KRX5,HLA-A
A0A0K0KRX7,HLA-DQB1
A0A0K0KRY2,HLA-A
A0A0K0KRY6,HLA-DQB1
A0A0K0KRY8,HLA-DPB1
A0A0K0KRZ1,HLA-A
A0A0K0KRZ3,HLA-DPB1
A0A0K0KS04,HLA-DPB1
A0A0K0KS10,HLA-B
A0A0K0KS16,HLA-DPB1
A0A0K0KS22,HLA-B
A0A0K0KS27,HLA-B
A0A0K0KS29,HLA-DPB1
A0A0K0KS37,HLA-DPB1
A0A0K0KS42,HLA-DPB1
A0A0K0KS49,HLA-B
A0A0K0KS69,HLA-DPB1
A0A0K0KS94,HLA-DQB1
A0A0K0KSB0,HLA-DQB1
A0A0K0KSC8,HLA-DQB1
A0A0K0KSC9,HLA-C
A0A0K0KSG2,HLA-DRB1
A0A0K0KSG5,HLA-DRB1
A0A0K0KSI0,HLA-DRB1
A0A0K0KSL8,HLA-DPB1
A0A0K0KSN0,HLA-DPB1
A0A0K0KSP0,HLA-DPB1
A0A0K0KSQ4,HLA-DPB1
A0A0K0KSS8,HLA-DPB1
A0A0K0KST6,HLA-DPB1
A0A0K0KSU8,HLA-DPB1
A0A0K0L4Y0,PNPLA2
A0A0K0MIG1,APOBEC3A
A0A0K0MJ24,FMR1
A0A0K0PUK0,BRCA1
A0A0K0QTI0,RHCE
A0A0K0TMT7,FOS
A0A0K0TMV9,FOS
A0A0K1NXC7,MICA
A0A0K1RN68,TNFRSF1B
A0A0K2FP50,POLG
A0A0K2GUT3,TRAF3IP3
A0A0K3ASI1,HLA-DRB1
A0A0K3AT85,HLA-B
A0A0K3AW26,HLA-B
A0A0K3AYW4,HLA-DRB1
A0A0M3HER0,CC2D2A
A0A0M3HER1,LIMS1
A0A0M3LAU3,MICA
A0A0M3LAW0,MICA
A0A0M3LAW3,MICA
A0A0M3LAW8,MICA
A0A0M3LAX6,MICA
A0A0M3LB16,MICA
A0A0M3LB17,MICA
A0A0M3LB25,MICA
A0A0M3LB32,MICA
A0A0M3LB49,MICA
A0A0M3LB64,MICA
A0A0M3LB76,HLA-DQB1
A0A0M3LBA6,MICA
A0A0M3LBC8,MICA
A0A0M3LBF4,HLA-DRB1
A0A0M3LBJ1,HLA-DRB1
A0A0M3LCK2,MICA
A0A0M3LCQ0,MICA
A0A0M3LCU6,MICA
A0A0M3LCW3,MICA
A0A0M3LCZ3,HLA-DRB1
A0A0M3LD09,HLA-DRB1
A0A0M3R6J9,MAP7D2
A0A0M3STX8,HLA-A
A0A0M4FLI9,MAP7D2
A0A0M4UT75,UGT1A1
A0A0N6W7J5,HLA-A
A0A0N6W7J7,HLA-B
A0A0N6W7K5,HLA-DQB1
A0A0N6W7K8,HLA-DQB1
A0A0N7A465,HLA-A
A0A0N7A477,HLA-A
A0A0N7A498,HLA-A
A0A0N7A4A6,HLA-B
A0A0N7A4A7,HLA-B
A0A0N7A4A8,HLA-B
A0A0N7A4C7,HLA-B
A0A0N7A4E9,HLA-C
A0A0N7A4F7,HLA-C
A0A0N7A4G8,HLA-DQB1
A0A0N7A4H4,HLA-DQB1
A0A0N7A4K6,HLA-DQB1
A0A0N7A4K8,HLA-DQB1
A0A0N7A4L2,HLA-DRB1
A0A0N7A4M3,HLA-DRB1
A0A0N7A4N3,HLA-DRB1
A0A0N7A4N5,HLA-A
A0A0N7A4Q3,HLA-DRB1
A0A0N7A4R3,HLA-DRB1
A0A0N7A4R4,HLA-B
A0A0N7A4R6,HLA-DRB1
A0A0N7A4S6,HLA-C
A0A0N7A4T8,HLA-B
A0A0N7A4U2,HLA-C
A0A0N7A4U9,HLA-C
A0A0N7A4V4,HLA-DPB1
A0A0N7A4V6,HLA-C
A0A0N7A4X6,HLA-C
A0A0N7A4X8,HLA-DQB1
A0A0N7A4Y4,HLA-DQB1
A0A0N7A4Z4,HLA-DQB1
A0A0N7A501,HLA-DQB1
A0A0N7A519,HLA-DRB1
A0A0N7A526,HLA-DRB1
