mut.cls1	dn.cls1	trans.cls1	ntrans.cls1	case.cls1	ctrl.cls1	mut.cls2	dn.cls2	trans.cls2	ntrans.cls2	case.cls2	ctrl.cls2
1.5315e-06	0.0	10.0	0.0	1.0	0.0	8.30833555924e-06	0.0	1.0	0.0	3.0	1.0
2.448e-06	0.0	3.0	0.0	1.0	0.0	7.01660168843e-06	2.0	4.0	1.0	3.0	1.0
1.51725e-06	0.0	7.0	2.0	1.0	0.0	8.04211965657e-06	4.0	3.0	1.0	1.0	0.0
3.4725e-06	1.0	5.0	0.0	0.0	0.0	7.07765881436e-06	1.0	6.0	0.0	1.0	0.0
1.9335e-06	1.0	5.0	0.0	2.0	0.0	1.23597133165e-05	0.0	2.0	0.0	0.0	0.0
3.045e-06	0.0	4.0	1.0	0.0	0.0	1.21078145188e-05	1.0	3.0	0.0	1.0	0.0
2.475e-06	1.0	5.0	0.0	0.0	0.0	1.55751443945e-05	0.0	2.0	1.0	1.0	0.0
7.5675e-07	0.0	2.0	0.0	1.0	0.0	1.98940380014e-05	1.0	1.0	0.0	1.0	0.0
8.145e-06	1.0	2.0	0.0	0.0	0.0	5.55492628547e-06	0.0	3.0	0.0	0.0	0.0
1.52175e-06	0.0	2.0	0.0	0.0	0.0	8.72122392971e-06	2.0	2.0	0.0	0.0	0.0
6.51e-07	0.0	3.0	0.0	0.0	0.0	1.90472506924e-05	3.0	3.0	0.0	1.0	0.0
1.3035e-06	1.0	8.0	0.0	1.0	0.0	1.45118663366e-05	2.0	3.0	0.0	2.0	0.0
3.8625e-07	0.0	3.0	0.0	3.0	0.0	4.54967480418e-06	3.0	3.0	0.0	0.0	0.0
2.5875e-06	0.0	1.0	0.0	0.0	1.0	2.3196200828e-05	2.0	4.0	0.0	0.0	1.0
9.3825e-07	0.0	3.0	0.0	1.0	0.0	1.37336877187e-05	5.0	3.0	1.0	1.0	0.0
5.8575e-07	1.0	4.0	0.0	1.0	0.0	1.4723947718e-05	0.0	4.0	0.0	1.0	0.0
1.2885e-06	0.0	5.0	0.0	1.0	0.0	2.19623236775e-05	3.0	3.0	0.0	1.0	0.0
1.04925e-06	0.0	5.0	0.0	1.0	0.0	1.19910163702e-05	3.0	6.0	0.0	0.0	0.0
1.9395e-06	0.0	2.0	0.0	1.0	0.0	1.07385348378e-05	0.0	3.0	0.0	0.0	1.0
4.1925e-07	0.0	3.0	0.0	1.0	1.0	8.65702414068e-06	2.0	2.0	1.0	2.0	1.0
1.38825e-06	0.0	2.0	0.0	0.0	0.0	1.80737492854e-05	2.0	4.0	0.0	0.0	0.0
1.40775e-06	1.0	6.0	0.0	3.0	0.0	7.03981378736e-06	1.0	3.0	0.0	2.0	0.0
7.8675e-07	0.0	4.0	0.0	0.0	0.0	2.98844048911e-05	5.0	2.0	0.0	2.0	0.0
1.7145e-06	0.0	6.0	0.0	2.0	0.0	7.0528982546e-06	3.0	4.0	0.0	2.0	0.0
6.135e-07	0.0	7.0	0.0	0.0	0.0	4.07070556954e-05	6.0	4.0	0.0	0.0	0.0
4.0575e-07	0.0	2.0	0.0	1.0	0.0	6.53392551711e-06	1.0	4.0	0.0	3.0	0.0
2.6775e-06	1.0	3.0	0.0	2.0	0.0	1.27416555185e-05	2.0	5.0	0.0	0.0	0.0
1.482e-06	0.0	2.0	0.0	1.0	1.0	1.23908588128e-05	2.0	2.0	0.0	1.0	0.0
4.8e-06	2.0	1.0	1.0	2.0	0.0	3.02735991431e-05	7.0	4.0	0.0	0.0	0.0
2.0865e-06	1.0	2.0	0.0	1.0	0.0	1.02482838492e-05	2.0	4.0	0.0	2.0	0.0
1.43475e-06	0.0	4.0	0.0	0.0	1.0	9.33628376589e-06	1.0	5.0	0.0	0.0	0.0
7.635e-07	0.0	6.0	0.0	1.0	1.0	2.98230764692e-05	2.0	7.0	1.0	1.0	0.0
2.154e-06	0.0	2.0	0.0	0.0	0.0	1.46752049727e-05	0.0	1.0	0.0	1.0	0.0
1.26225e-06	0.0	4.0	0.0	0.0	0.0	1.3669026927e-05	1.0	1.0	0.0	0.0	0.0
1.71975e-06	0.0	3.0	1.0	1.0	0.0	2.1011739034e-05	1.0	2.0	0.0	0.0	0.0
2.28225e-06	0.0	3.0	0.0	1.0	1.0	1.40956799207e-05	2.0	1.0	0.0	1.0	0.0
2.475e-06	0.0	3.0	0.0	0.0	0.0	7.13161252276e-06	2.0	6.0	0.0	0.0	0.0
2.55e-06	0.0	4.0	0.0	2.0	1.0	3.27635955622e-05	3.0	0.0	0.0	1.0	0.0
2.2425e-06	1.0	2.0	1.0	1.0	0.0	5.55799775683e-06	1.0	3.0	1.0	2.0	1.0
1.776e-06	0.0	3.0	0.0	0.0	0.0	3.78308040307e-05	4.0	5.0	1.0	0.0	0.0
2.0985e-06	1.0	2.0	0.0	1.0	0.0	3.68053517458e-05	1.0	3.0	0.0	0.0	0.0
3.69e-06	0.0	4.0	0.0	0.0	0.0	2.33448039429e-05	3.0	5.0	0.0	0.0	0.0
2.025e-06	0.0	4.0	0.0	2.0	0.0	1.33971734232e-05	4.0	5.0	0.0	1.0	0.0
5.7975e-06	0.0	1.0	0.0	2.0	0.0	8.75544852758e-06	0.0	3.0	0.0	0.0	0.0
1.4895e-06	0.0	4.0	0.0	1.0	0.0	1.87986620292e-06	0.0	4.0	0.0	2.0	1.0
5.46e-07	0.0	4.0	0.0	0.0	0.0	2.21059188027e-05	4.0	6.0	0.0	1.0	0.0
9.57e-07	0.0	5.0	1.0	0.0	0.0	2.40675474706e-05	3.0	3.0	0.0	1.0	0.0
2.2485e-06	0.0	4.0	0.0	1.0	0.0	1.50011639234e-05	0.0	3.0	0.0	1.0	1.0
6.6675e-07	0.0	2.0	0.0	0.0	0.0	1.85468184767e-05	1.0	5.0	0.0	2.0	0.0
9.075e-07	0.0	2.0	0.0	1.0	0.0	1.68551396651e-05	5.0	2.0	1.0	1.0	0.0
5.085e-07	0.0	1.0	0.0	1.0	0.0	1.29228744164e-05	3.0	3.0	0.0	0.0	0.0
1.242e-06	0.0	0.0	0.0	0.0	0.0	1.64146786283e-05	2.0	2.0	1.0	1.0	1.0
9.69e-07	0.0	7.0	0.0	1.0	0.0	2.40236161845e-05	5.0	3.0	0.0	0.0	0.0
1.26225e-06	0.0	6.0	1.0	2.0	0.0	8.49721892739e-06	0.0	3.0	0.0	1.0	0.0
2.4225e-06	0.0	2.0	0.0	2.0	1.0	0.000137006437797	15.0	3.0	1.0	0.0	1.0
9.1875e-07	0.0	3.0	0.0	0.0	0.0	1.79996149916e-05	2.0	4.0	0.0	1.0	0.0
7.26e-07	0.0	1.0	1.0	0.0	0.0	1.95189168805e-05	2.0	5.0	0.0	0.0	0.0
2.454e-06	0.0	3.0	1.0	1.0	0.0	2.19034045649e-06	1.0	1.0	1.0	0.0	0.0
9.0675e-07	1.0	3.0	0.0	0.0	0.0	8.34069447676e-06	2.0	1.0	0.0	0.0	0.0
8.325e-07	0.0	2.0	0.0	1.0	0.0	7.75407797972e-05	13.0	3.0	0.0	2.0	0.0
2.655e-06	0.0	2.0	0.0	2.0	0.0	6.14319124303e-06	1.0	4.0	0.0	1.0	1.0
1.73625e-06	0.0	1.0	0.0	0.0	0.0	2.70597554171e-05	4.0	5.0	0.0	1.0	0.0
1.458e-06	2.0	2.0	0.0	2.0	0.0	1.79962414515e-05	1.0	3.0	0.0	1.0	0.0
1.3125e-06	0.0	5.0	0.0	0.0	0.0	4.02365394723e-06	1.0	4.0	0.0	0.0	0.0
5.895e-07	0.0	6.0	0.0	1.0	0.0	2.21967397448e-05	4.0	2.0	0.0	0.0	0.0
9.33e-07	0.0	2.0	1.0	0.0	0.0	1.31932145983e-05	0.0	1.0	1.0	0.0	1.0
1.2885e-06	0.0	6.0	0.0	0.0	1.0	1.41930078012e-05	1.0	0.0	0.0	0.0	0.0
4.53e-06	2.0	1.0	0.0	0.0	0.0	8.38622641296e-06	0.0	3.0	0.0	1.0	0.0
1.27125e-06	0.0	4.0	0.0	1.0	0.0	1.07428124861e-05	2.0	3.0	0.0	2.0	0.0
2.5125e-06	2.0	3.0	1.0	1.0	0.0	1.77895451658e-05	4.0	3.0	1.0	1.0	0.0
2.39925e-06	0.0	3.0	0.0	1.0	0.0	1.12602240732e-05	2.0	3.0	0.0	1.0	0.0
3.6225e-06	0.0	1.0	0.0	1.0	1.0	2.77260978751e-05	3.0	5.0	0.0	0.0	1.0
1.26825e-06	1.0	2.0	0.0	2.0	0.0	3.77061304929e-06	0.0	4.0	0.0	1.0	0.0
2.00025e-06	0.0	2.0	0.0	1.0	0.0	2.15810625902e-05	5.0	3.0	0.0	0.0	0.0
3.75e-06	0.0	2.0	0.0	2.0	1.0	2.76417475214e-05	4.0	1.0	0.0	1.0	0.0
1.938e-06	1.0	1.0	2.0	1.0	0.0	1.07286088069e-05	0.0	6.0	0.0	0.0	0.0
1.89375e-06	4.0	3.0	1.0	0.0	0.0	1.92815868813e-05	3.0	2.0	0.0	0.0	0.0
1.038e-06	0.0	4.0	0.0	0.0	0.0	1.32049170448e-05	3.0	7.0	1.0	2.0	2.0
6.1425e-07	0.0	1.0	0.0	0.0	0.0	3.10471590314e-05	10.0	5.0	0.0	1.0	0.0
1.97775e-06	0.0	3.0	0.0	1.0	0.0	1.2410433107e-05	1.0	3.0	1.0	1.0	0.0
8.385e-07	0.0	2.0	0.0	1.0	0.0	1.97630947582e-05	1.0	6.0	0.0	0.0	0.0
8.0025e-07	0.0	2.0	0.0	2.0	0.0	1.43383412036e-05	5.0	0.0	0.0	0.0	0.0
9.0225e-07	0.0	1.0	1.0	2.0	0.0	3.08840151454e-05	3.0	1.0	0.0	1.0	0.0
1.401e-06	0.0	5.0	0.0	1.0	0.0	5.91377861534e-06	0.0	3.0	0.0	1.0	0.0
5.9925e-07	0.0	4.0	0.0	0.0	0.0	3.38498539927e-05	5.0	1.0	0.0	1.0	0.0
8.7225e-07	0.0	4.0	0.0	0.0	0.0	1.16397191898e-06	0.0	4.0	0.0	1.0	0.0
2.19975e-06	0.0	3.0	0.0	0.0	0.0	8.96091665839e-06	1.0	3.0	0.0	2.0	0.0
4.515e-06	0.0	5.0	0.0	1.0	0.0	1.11644043335e-05	2.0	3.0	0.0	0.0	1.0
1.07325e-06	1.0	4.0	1.0	1.0	0.0	1.5738500623e-05	3.0	4.0	0.0	1.0	0.0
2.32875e-06	1.0	2.0	1.0	2.0	0.0	1.47882395987e-05	1.0	7.0	0.0	2.0	0.0
1.5825e-06	0.0	4.0	1.0	1.0	0.0	2.90149238262e-05	5.0	4.0	1.0	0.0	0.0
6.6075e-07	0.0	4.0	0.0	0.0	0.0	8.46610001084e-06	1.0	2.0	0.0	1.0	0.0
1.65075e-06	1.0	6.0	0.0	1.0	0.0	1.71312275854e-05	3.0	3.0	0.0	1.0	0.0
2.553e-06	1.0	4.0	0.0	0.0	0.0	8.0532538732e-06	0.0	3.0	2.0	1.0	1.0
8.9925e-07	0.0	2.0	0.0	1.0	0.0	3.35434473924e-05	3.0	4.0	1.0	1.0	0.0
3.195e-07	0.0	2.0	0.0	0.0	0.0	3.3181878872e-05	3.0	5.0	0.0	2.0	0.0
1.296e-06	0.0	4.0	0.0	1.0	0.0	1.39518031866e-05	3.0	2.0	0.0	1.0	0.0
1.2375e-06	0.0	8.0	0.0	0.0	0.0	4.26307044725e-06	1.0	5.0	0.0	0.0	1.0
7.32e-06	3.0	5.0	0.0	0.0	0.0	1.11529068965e-05	2.0	3.0	0.0	0.0	0.0
4.275e-07	0.0	6.0	0.0	1.0	0.0	5.6793510653e-06	0.0	4.0	1.0	2.0	0.0
1.48575e-06	1.0	6.0	1.0	4.0	0.0	3.86222881066e-06	0.0	4.0	0.0	1.0	0.0
2.6625e-06	0.0	2.0	0.0	1.0	0.0	1.77504779632e-05	5.0	3.0	0.0	0.0	0.0
4.4325e-07	0.0	6.0	0.0	1.0	1.0	3.88175019956e-05	1.0	3.0	0.0	0.0	0.0
2.295e-06	0.0	2.0	0.0	1.0	0.0	1.51191255857e-05	2.0	2.0	3.0	1.0	0.0
7.23e-07	0.0	4.0	0.0	1.0	0.0	3.29468405321e-06	0.0	3.0	0.0	0.0	0.0
9.465e-07	0.0	3.0	0.0	0.0	1.0	6.22287465575e-06	0.0	5.0	0.0	0.0	0.0
1.1535e-06	3.0	5.0	0.0	0.0	0.0	9.81906366719e-06	0.0	1.0	0.0	0.0	1.0
1.12425e-06	0.0	5.0	1.0	2.0	0.0	4.51209325101e-05	3.0	3.0	1.0	1.0	0.0
1.15575e-06	0.0	4.0	0.0	1.0	0.0	4.74637506148e-05	8.0	3.0	1.0	0.0	0.0
2.067e-06	0.0	4.0	0.0	1.0	0.0	1.18165679627e-05	4.0	5.0	0.0	0.0	0.0
1.3305e-06	0.0	5.0	0.0	0.0	0.0	1.44421332459e-05	1.0	5.0	0.0	1.0	1.0
4.23e-06	0.0	1.0	0.0	1.0	0.0	1.7304893263e-05	4.0	4.0	1.0	2.0	0.0
1.3155e-06	0.0	6.0	0.0	2.0	0.0	8.86206973326e-06	0.0	7.0	1.0	2.0	0.0
1.76175e-06	0.0	4.0	0.0	0.0	0.0	1.85252199512e-06	0.0	0.0	0.0	2.0	0.0
3e-06	0.0	5.0	0.0	1.0	0.0	2.2639891409e-05	4.0	1.0	0.0	1.0	0.0
1.37025e-07	0.0	3.0	0.0	0.0	0.0	8.64703880861e-06	4.0	4.0	0.0	1.0	1.0
1.2585e-06	0.0	3.0	0.0	0.0	0.0	1.95146660382e-05	0.0	6.0	0.0	0.0	0.0
8.7975e-07	0.0	5.0	1.0	1.0	0.0	5.22021196543e-06	0.0	5.0	0.0	0.0	1.0
1.905e-06	1.0	6.0	0.0	2.0	0.0	1.63212968837e-05	5.0	2.0	0.0	0.0	0.0
2.298e-06	0.0	4.0	0.0	1.0	0.0	7.61521856463e-06	2.0	3.0	0.0	1.0	0.0
1.88625e-06	0.0	1.0	0.0	0.0	0.0	2.44403990526e-06	0.0	2.0	1.0	1.0	0.0
1.119e-06	0.0	1.0	1.0	1.0	0.0	1.97732876404e-05	2.0	5.0	1.0	1.0	0.0
3.615e-06	0.0	1.0	0.0	0.0	0.0	1.53437746083e-05	1.0	5.0	0.0	1.0	0.0
1.18575e-06	0.0	2.0	0.0	0.0	0.0	1.00070173434e-05	2.0	1.0	0.0	2.0	0.0
3.6e-07	0.0	3.0	0.0	1.0	0.0	9.42597697436e-06	0.0	6.0	0.0	1.0	0.0
1.32825e-06	1.0	2.0	0.0	0.0	0.0	2.15344014958e-05	4.0	3.0	0.0	0.0	0.0
8.8125e-07	0.0	3.0	1.0	0.0	0.0	3.75959396026e-05	6.0	6.0	1.0	1.0	0.0
4.2675e-06	0.0	6.0	0.0	0.0	0.0	1.95670086079e-05	1.0	3.0	0.0	0.0	0.0
2.034e-07	0.0	6.0	1.0	1.0	0.0	2.22129813406e-05	1.0	0.0	0.0	1.0	0.0
2.355e-06	0.0	2.0	0.0	0.0	0.0	1.51583539561e-05	2.0	6.0	0.0	0.0	0.0
1.88475e-06	1.0	3.0	0.0	1.0	0.0	5.52600157889e-06	2.0	5.0	0.0	0.0	0.0
1.18875e-06	0.0	4.0	0.0	1.0	1.0	8.42299618321e-06	4.0	7.0	0.0	0.0	0.0
7.755e-07	0.0	3.0	1.0	0.0	0.0	1.7423384472e-05	2.0	5.0	0.0	1.0	0.0
8.1825e-07	0.0	3.0	0.0	0.0	0.0	2.12691425106e-05	5.0	2.0	1.0	0.0	0.0
1.827e-06	1.0	2.0	1.0	0.0	0.0	3.46311842618e-06	0.0	3.0	1.0	0.0	0.0
9.1275e-07	0.0	8.0	1.0	0.0	1.0	3.33012600983e-05	2.0	5.0	0.0	0.0	0.0
9.48e-07	0.0	4.0	0.0	3.0	0.0	8.86362486435e-06	1.0	8.0	0.0	1.0	0.0
1.143e-06	0.0	2.0	0.0	1.0	0.0	8.11018264678e-06	1.0	3.0	0.0	0.0	0.0
1.16175e-06	0.0	5.0	1.0	3.0	0.0	7.86872751313e-06	1.0	3.0	0.0	0.0	0.0
1.46325e-06	0.0	5.0	0.0	1.0	0.0	2.87242790878e-05	8.0	5.0	0.0	2.0	0.0
3.135e-06	0.0	4.0	0.0	1.0	0.0	1.53536146097e-05	2.0	4.0	1.0	2.0	0.0
3.6825e-07	0.0	1.0	0.0	0.0	0.0	1.27540395424e-05	1.0	9.0	1.0	0.0	0.0
2.325e-06	0.0	2.0	0.0	2.0	0.0	1.54277618844e-05	6.0	2.0	0.0	0.0	0.0
1.61775e-06	0.0	2.0	1.0	1.0	0.0	2.33710375851e-05	5.0	4.0	0.0	0.0	0.0
3.6525e-07	0.0	2.0	1.0	1.0	1.0	1.02287789126e-05	4.0	3.0	0.0	1.0	0.0
1.16175e-06	1.0	3.0	0.0	1.0	0.0	9.1746176644e-05	12.0	2.0	0.0	2.0	0.0
9.8025e-07	1.0	5.0	0.0	0.0	0.0	1.07336209576e-05	2.0	2.0	0.0	1.0	0.0
1.404e-06	0.0	6.0	0.0	1.0	0.0	2.40529188616e-06	0.0	4.0	0.0	1.0	0.0
6.6975e-07	0.0	7.0	0.0	0.0	0.0	6.05756667007e-06	0.0	3.0	0.0	0.0	0.0
1.58775e-06	0.0	4.0	0.0	0.0	0.0	5.41698062979e-06	0.0	4.0	1.0	1.0	0.0
2.46525e-06	0.0	2.0	0.0	2.0	0.0	2.1155777911e-05	2.0	1.0	1.0	0.0	1.0
8.4075e-07	0.0	3.0	0.0	0.0	0.0	1.84655427713e-05	2.0	1.0	1.0	1.0	1.0
8.535e-07	0.0	4.0	0.0	1.0	0.0	5.64669661906e-06	4.0	5.0	0.0	0.0	0.0
3.5925e-06	0.0	4.0	0.0	1.0	0.0	1.18632992743e-05	2.0	2.0	0.0	0.0	0.0
8.4825e-07	0.0	6.0	0.0	0.0	0.0	1.42657037739e-05	1.0	8.0	0.0	1.0	0.0
7.47e-07	0.0	3.0	0.0	1.0	0.0	3.33951367133e-05	4.0	5.0	0.0	0.0	0.0
3.0675e-06	0.0	5.0	0.0	2.0	0.0	2.03882214406e-05	2.0	8.0	0.0	1.0	0.0
7.0125e-07	0.0	6.0	1.0	1.0	0.0	1.31825639448e-05	1.0	3.0	0.0	0.0	0.0
1.9065e-06	0.0	3.0	0.0	1.0	0.0	2.48033934556e-05	5.0	0.0	0.0	2.0	0.0
2.1975e-06	2.0	6.0	1.0	1.0	0.0	4.60741018529e-06	1.0	2.0	1.0	1.0	0.0
5.2575e-07	0.0	4.0	0.0	0.0	0.0	3.00434688321e-05	3.0	4.0	0.0	0.0	0.0
9.135e-07	0.0	3.0	0.0	0.0	0.0	2.77251083611e-06	2.0	0.0	0.0	3.0	0.0
1.66875e-06	0.0	2.0	0.0	2.0	1.0	2.99600812885e-05	5.0	2.0	0.0	0.0	0.0
1.31025e-06	0.0	4.0	0.0	2.0	0.0	3.05761654825e-05	6.0	0.0	0.0	0.0	0.0
3.6075e-06	1.0	7.0	0.0	1.0	0.0	3.50218620979e-05	2.0	2.0	0.0	0.0	0.0
6.615e-07	0.0	2.0	0.0	0.0	0.0	2.97149081344e-05	4.0	4.0	0.0	0.0	0.0
9.8775e-06	2.0	4.0	0.0	1.0	0.0	1.32594833317e-05	3.0	1.0	1.0	0.0	0.0
2.8425e-06	0.0	1.0	0.0	0.0	0.0	2.38965005251e-05	4.0	3.0	1.0	0.0	0.0
8.0925e-07	0.0	6.0	0.0	0.0	0.0	1.8483300171e-05	2.0	3.0	0.0	2.0	0.0
2.6625e-06	1.0	2.0	0.0	1.0	0.0	1.70324771021e-05	2.0	3.0	0.0	1.0	0.0
9.21e-07	0.0	4.0	0.0	0.0	0.0	6.30604421723e-06	2.0	3.0	1.0	1.0	2.0
9.465e-07	0.0	3.0	0.0	1.0	0.0	9.63384141487e-06	2.0	4.0	1.0	0.0	0.0
1.7835e-06	0.0	4.0	0.0	2.0	1.0	4.30340326341e-06	0.0	2.0	0.0	1.0	0.0
7.95e-07	0.0	1.0	0.0	1.0	0.0	2.12371384042e-05	2.0	3.0	1.0	1.0	0.0
1.665e-06	0.0	1.0	0.0	0.0	1.0	1.04786301967e-05	0.0	3.0	1.0	2.0	0.0
2.17575e-07	0.0	3.0	0.0	2.0	0.0	2.6576204935e-05	3.0	6.0	0.0	2.0	0.0
4.7625e-07	0.0	1.0	0.0	0.0	0.0	4.06084458599e-06	0.0	2.0	0.0	0.0	0.0
7.725e-07	0.0	4.0	0.0	1.0	0.0	5.75930370378e-06	1.0	7.0	0.0	1.0	0.0
9.825e-07	0.0	4.0	0.0	0.0	1.0	9.75305661561e-06	2.0	4.0	1.0	0.0	0.0
8.7075e-06	2.0	2.0	0.0	0.0	0.0	8.23858702237e-06	0.0	5.0	0.0	0.0	0.0
2.16225e-06	1.0	2.0	0.0	2.0	0.0	2.724585751e-05	6.0	4.0	0.0	3.0	0.0
1.3695e-06	1.0	5.0	1.0	0.0	0.0	6.71102322415e-06	0.0	1.0	0.0	1.0	0.0
8.7225e-07	0.0	5.0	0.0	1.0	0.0	5.78013554024e-06	0.0	2.0	1.0	1.0	0.0
1.36725e-06	0.0	5.0	0.0	2.0	0.0	0.000184665033409	16.0	3.0	1.0	1.0	1.0
2.85e-06	0.0	6.0	0.0	1.0	0.0	1.15630681237e-05	2.0	3.0	0.0	0.0	0.0
1.21875e-06	0.0	2.0	0.0	2.0	0.0	4.07206245543e-06	1.0	3.0	0.0	2.0	0.0
1.67025e-07	0.0	8.0	0.0	3.0	0.0	7.21957820284e-05	17.0	2.0	0.0	1.0	0.0
3.72e-07	0.0	6.0	0.0	1.0	0.0	1.08775631569e-05	1.0	3.0	1.0	2.0	0.0
6.2625e-07	0.0	3.0	0.0	2.0	0.0	1.29224064997e-05	3.0	5.0	0.0	0.0	0.0
1.542e-06	0.0	5.0	0.0	1.0	0.0	1.40964186599e-05	2.0	3.0	0.0	1.0	0.0
1.161e-06	0.0	5.0	0.0	0.0	0.0	1.95543862216e-05	0.0	3.0	0.0	2.0	0.0
4.86e-07	0.0	2.0	0.0	1.0	0.0	2.68403123643e-05	5.0	0.0	0.0	0.0	0.0
2.27025e-06	0.0	2.0	0.0	1.0	0.0	7.17806243516e-06	0.0	3.0	0.0	3.0	0.0
1.08e-06	2.0	3.0	0.0	2.0	0.0	1.03401447441e-05	1.0	4.0	0.0	1.0	0.0
4.35e-07	0.0	2.0	0.0	0.0	0.0	1.67637829657e-05	0.0	4.0	0.0	0.0	0.0
4.035e-06	0.0	6.0	0.0	0.0	0.0	8.44454362625e-06	0.0	2.0	0.0	0.0	0.0
6.7275e-07	0.0	5.0	0.0	0.0	1.0	5.61850878102e-06	1.0	1.0	0.0	1.0	1.0
9.015e-07	0.0	2.0	1.0	0.0	0.0	8.21851226062e-06	2.0	4.0	0.0	2.0	0.0
3.78e-07	0.0	2.0	0.0	0.0	0.0	2.35956559283e-05	3.0	4.0	0.0	2.0	1.0
9.2775e-07	0.0	1.0	0.0	1.0	0.0	4.31416981617e-06	0.0	2.0	1.0	2.0	0.0
1.32825e-06	0.0	5.0	0.0	0.0	0.0	1.7409180535e-05	3.0	5.0	2.0	0.0	0.0
8.37e-07	0.0	2.0	0.0	1.0	0.0	3.1951435969e-05	3.0	1.0	0.0	0.0	0.0
8.085e-06	0.0	3.0	0.0	1.0	0.0	1.4189787731e-05	0.0	4.0	0.0	0.0	0.0
7.7625e-07	1.0	5.0	1.0	1.0	0.0	8.78528120318e-06	0.0	5.0	0.0	0.0	0.0
1.37925e-06	1.0	6.0	0.0	0.0	0.0	7.96591921501e-06	2.0	2.0	0.0	1.0	0.0
2.301e-06	0.0	6.0	0.0	0.0	0.0	4.61621398397e-07	0.0	1.0	0.0	1.0	0.0
2.895e-07	0.0	3.0	1.0	2.0	0.0	5.94444573081e-06	0.0	6.0	0.0	2.0	0.0
3.495e-06	0.0	3.0	1.0	0.0	0.0	1.939264755e-05	0.0	3.0	0.0	1.0	0.0
3.5925e-06	1.0	4.0	0.0	2.0	0.0	3.27860910475e-06	2.0	4.0	1.0	1.0	1.0
5.2575e-06	1.0	2.0	0.0	0.0	0.0	2.01254061734e-05	0.0	3.0	1.0	1.0	0.0
6.8475e-07	0.0	4.0	0.0	0.0	2.0	2.43153572762e-05	1.0	2.0	0.0	0.0	0.0
3.6975e-07	0.0	1.0	0.0	1.0	0.0	3.85321846687e-05	5.0	5.0	0.0	0.0	0.0
8.94e-07	0.0	1.0	1.0	3.0	0.0	3.46856673958e-05	6.0	4.0	0.0	0.0	0.0
1.89075e-06	1.0	3.0	1.0	1.0	0.0	1.83640466493e-05	3.0	6.0	1.0	0.0	0.0
8.565e-07	0.0	0.0	0.0	2.0	0.0	1.70741999291e-05	3.0	5.0	0.0	1.0	2.0
1.85475e-06	0.0	3.0	2.0	1.0	0.0	6.99105019513e-05	14.0	3.0	0.0	1.0	0.0
1.3215e-06	0.0	5.0	1.0	0.0	0.0	8.40751071592e-06	0.0	7.0	0.0	3.0	0.0
1.5945e-06	0.0	2.0	0.0	0.0	0.0	6.63452247634e-05	7.0	4.0	0.0	0.0	0.0
6e-07	0.0	3.0	0.0	0.0	0.0	1.01370916889e-06	0.0	5.0	0.0	1.0	0.0
9.765e-06	0.0	7.0	0.0	0.0	0.0	4.00154488931e-06	0.0	2.0	0.0	1.0	0.0
5.295e-07	0.0	2.0	1.0	2.0	0.0	1.17405819123e-05	5.0	2.0	1.0	0.0	0.0
7.2075e-07	0.0	6.0	0.0	1.0	0.0	4.85033175829e-06	1.0	1.0	0.0	2.0	0.0
3.015e-06	0.0	1.0	1.0	1.0	0.0	4.86654211099e-05	6.0	4.0	1.0	0.0	0.0
8.4525e-07	0.0	5.0	0.0	2.0	0.0	1.08966629556e-05	0.0	0.0	0.0	2.0	0.0
6.7125e-07	1.0	2.0	0.0	0.0	0.0	1.59533141084e-05	3.0	4.0	0.0	0.0	0.0
6.675e-07	0.0	2.0	0.0	1.0	0.0	1.71340436434e-05	1.0	1.0	0.0	1.0	0.0
1.086e-06	1.0	0.0	1.0	1.0	0.0	2.4202518887e-06	0.0	3.0	0.0	1.0	0.0
1.098e-06	1.0	4.0	0.0	0.0	2.0	3.51279704377e-06	1.0	7.0	0.0	0.0	0.0
1.8765e-06	0.0	2.0	0.0	2.0	0.0	3.79000410174e-06	0.0	6.0	0.0	4.0	0.0
2.64e-06	0.0	4.0	0.0	0.0	0.0	8.54688494035e-05	11.0	2.0	0.0	0.0	0.0
8.01e-07	0.0	2.0	0.0	0.0	0.0	2.43403154197e-05	7.0	2.0	0.0	0.0	0.0
2.85e-06	0.0	5.0	0.0	2.0	1.0	1.06752871896e-05	2.0	6.0	0.0	3.0	0.0
9.6075e-07	0.0	3.0	0.0	1.0	0.0	1.25488220813e-05	3.0	1.0	1.0	0.0	2.0
8.01e-07	0.0	6.0	0.0	0.0	0.0	2.42402174899e-05	5.0	2.0	1.0	0.0	0.0
1.8675e-06	2.0	1.0	1.0	1.0	0.0	1.2894538392e-05	2.0	10.0	0.0	0.0	0.0
4.53e-06	1.0	3.0	0.0	1.0	0.0	7.79641350362e-06	2.0	6.0	0.0	0.0	0.0
1.557e-06	0.0	3.0	0.0	3.0	0.0	8.08685300554e-07	0.0	3.0	1.0	0.0	0.0
1.125e-06	0.0	5.0	0.0	0.0	0.0	2.0994829584e-05	2.0	3.0	0.0	0.0	0.0
1.7925e-06	0.0	4.0	0.0	1.0	0.0	1.20858063407e-05	0.0	2.0	1.0	1.0	0.0
1.73025e-06	1.0	6.0	0.0	0.0	0.0	2.35276989846e-05	3.0	4.0	0.0	0.0	0.0
1.098e-06	0.0	0.0	0.0	2.0	0.0	3.2690848296e-07	0.0	4.0	0.0	0.0	0.0
